gene	group
4506	gbr.8.56	blue
4507	gbr.110.32	brown
4508	gbr.90.50	grey
4509	gbr.202.36_gbr.202.38	yellow
4510	gbr.81.47	grey
4511	gbr.117.16	brown
4512	gbr.48.33	blue
4513	gbr.113.12	grey
4514	gbr.154.26	turquoise
4515	gbr.26.81	grey
4516	gbr.388.28	yellow
4517	gbr.106.49	brown
4518	gbr.104.49	turquoise
4519	gbr.72.112	brown
4520	gbr.3.121	magenta
4521	gbr.24.58	grey
4522	gbr.21.6	pink
4523	gbr.347.19	grey
4524	gbr.226.3	turquoise
4525	gbr.3.83	yellow
4526	gbr.309.20	blue
4527	gbr.425.9	grey
4528	gbr.56.20	grey
4529	gbr.85.46	cyan
4530	gbr.82.14	blue
4531	gbr.278.6	turquoise
4532	gbr.11.55_gbr.11.57	grey
4533	gbr.183.22	grey
4534	gbr.175.18	blue
4535	gbr.4.108	grey
4536	gbr.25.226	brown
4537	gbr.224.9	grey
4538	gbr.142.30	grey
4539	gbr.6.122	red
4540	gbr.2.122	turquoise
4541	gbr.442.5	brown
4542	gbr.130.4	brown
4543	gbr.10.111	grey
4544	gbr.10.114	blue
4545	gbr.419.5	grey
4546	gbr.6.185	brown
4547	gbr.52.63	grey
4548	gbr.314.23	grey
4549	gbr.9.94	brown
4550	gbr.181.4	cyan
4551	gbr.282.18	grey
4552	gbr.73.61	grey
4553	gbr.26.17	yellow
4554	gbr.154.33	grey
4555	gbr.32.38	grey
4556	gbr.235.20	grey
4557	gbr.156.30	blue
4558	gbr.76.7	grey
4559	gbr.54.43	pink
4560	gbr.406.4	grey
4561	gbr.108.21_gbr.108.19	turquoise
4562	gbr.44.5	grey
4563	gbr.266.6	black
4564	gbr.306.11	grey
4565	gbr.29.70	grey
4566	gbr.16.10	blue
4567	gbr.90.130	grey
4568	gbr.8.123	black
4569	gbr.410.11	grey
4570	gbr.260.1	grey
4571	gbr.66.2	grey
4572	gbr.221.19	green
4573	gbr.54.6	yellow
4574	gbr.104.74	grey
4575	gbr.10.161	grey
4576	gbr.34.5	turquoise
4577	gbr.132.16	red
4578	gbr.11.15_gbr.11.16	grey
4579	gbr.336.2	grey
4580	gbr.58.148	grey
4581	gbr.171.26	grey
4582	gbr.458.6	turquoise
4583	gbr.11.181	grey
4584	gbr.44.3	grey
4585	gbr.428.9	grey
4586	gbr.13.3	black
4587	gbr.460.12	turquoise
4588	gbr.64.39	yellow
4589	gbr.94.22	grey
4590	gbr.76.95	grey
4591	gbr.91.45	grey
4592	gbr.184.12	turquoise
4593	gbr.81.96	grey
4594	gbr.8.65	green
4595	gbr.370.1	yellow
4596	gbr.108.16	turquoise
4597	gbr.692.1	red
4598	gbr.554.6	yellow
4599	gbr.158.2_gbr.158.4	grey
4600	gbr.110.7	yellow
4601	gbr.3.7	grey
4602	gbr.21.15	grey
4603	gbr.216.45	blue
4604	gbr.269.3	blue
4605	gbr.388.7	grey
4606	gbr.50.94	pink
4607	gbr.90.4	blue
4608	gbr.58.227	blue
4609	gbr.303.19	grey
4610	gbr.250.4	grey
4611	gbr.20.47	grey
4612	gbr.93.41	grey
4613	gbr.275.13	brown
4614	gbr.114.2	green
4615	gbr.301.21	brown
4616	gbr.81.13	brown
4617	gbr.328.27	blue
4618	gbr.2.75	grey
4619	gbr.81.8	grey
4620	gbr.2.21	grey
4621	gbr.49.20	turquoise
4622	gbr.58.236	grey
4623	gbr.34.1	grey
4624	gbr.51.21	grey
4625	gbr.252.2	grey
4626	gbr.541.3	grey
4627	gbr.73.35	brown
4628	gbr.55.88	yellow
4629	gbr.121.15	grey
4630	gbr.10.142	grey
4631	gbr.35.93	grey
4632	gbr.149.26	grey
4633	gbr.212.17	grey
4634	gbr.125.57	grey
4635	gbr.1.15	red
4636	gbr.25.239	brown
4637	gbr.154.7	grey
4638	gbr.110.22	black
4639	gbr.101.4	green
4640	gbr.92.20	blue
4641	gbr.49.12	grey
4642	gbr.246.15	grey
4643	gbr.92.19	grey
4644	gbr.332.16	yellow
4645	gbr.71.21	turquoise
4646	gbr.31.47	turquoise
4647	gbr.228.29	grey
4648	gbr.436.3_gbr.436.4_gbr.436.5	grey
4649	gbr.447.9	turquoise
4650	gbr.28.22	grey
4651	gbr.150.26_gbr.150.28	brown
4652	gbr.215.23	brown
4653	gbr.282.27	grey
4654	gbr.9.1	grey
4655	gbr.126.45	brown
4656	gbr.37.99_gbr.37.100	grey
4657	gbr.19.104	grey
4658	gbr.93.48	grey
4659	gbr.38.101	brown
4660	gbr.164.23	red
4661	gbr.10.60	grey
4662	gbr.15.114	grey
4663	gbr.101.25	grey
4664	gbr.8.51	grey
4665	gbr.236.12	grey
4666	gbr.101.24	green
4667	gbr.38.56	grey
4668	gbr.140.15	grey
4669	gbr.154.21	grey
4670	gbr.22.55	black
4671	gbr.31.3	turquoise
4672	gbr.370.30	brown
4673	gbr.282.24	grey
4674	gbr.343.3	grey
4675	gbr.487.6	grey
4676	gbr.5.107	grey
4677	gbr.3.38	brown
4678	gbr.38.74	green
4679	gbr.12.78	grey
4680	gbr.36.39	grey
4681	gbr.40.108	grey
4682	gbr.22.24	grey
4683	gbr.238.16	grey
4684	gbr.174.21	turquoise
4685	gbr.10.103	grey
4686	gbr.398.9	grey
4687	gbr.168.26	brown
4688	gbr.288.8	grey
4689	gbr.86.9	grey
4690	gbr.325.12	turquoise
4691	gbr.188.25	grey
4692	gbr.14.79	yellow
4693	gbr.119.39	grey
4694	gbr.67.5	black
4695	gbr.247.6	grey
4696	gbr.66.35	turquoise
4697	gbr.494.10	grey
4698	gbr.40.27	grey
4699	gbr.389.13	grey
4700	gbr.58.58	grey
4701	gbr.249.27	grey
4702	gbr.187.20	grey
4703	gbr.65.37	turquoise
4704	gbr.124.75	grey
4705	gbr.6.4	grey
4706	gbr.352.2	grey
4707	gbr.83.17	grey
4708	gbr.98.84	grey
4709	gbr.20.64_gbr.20.67	grey
4710	gbr.59.37	brown
4711	gbr.75.38	grey
4712	gbr.4.117	grey
4713	gbr.19.48_gbr.19.46	grey
4714	gbr.28.56	grey
4715	gbr.102.40	blue
4716	gbr.182.34	turquoise
4717	gbr.540.1	grey
4718	gbr.31.76	grey
4719	gbr.98.69	grey
4720	gbr.327.7	grey
4721	gbr.270.10	blue
4722	gbr.84.68	grey
4723	gbr.128.29	red
4724	gbr.80.52	grey
4725	gbr.6.160	grey
4726	gbr.110.66	blue
4727	gbr.290.4	grey
4728	gbr.12.96	grey
4729	gbr.121.18	grey
4730	gbr.234.8	grey
4731	gbr.176.14	green
4732	gbr.11.137	grey
4733	gbr.81.23_gbr.81.25	yellow
4734	gbr.123.2	turquoise
4735	gbr.225.25	grey
4736	gbr.29.74	yellow
4737	gbr.2.123	grey
4738	gbr.40.121	turquoise
4739	gbr.242.31	grey
4740	gbr.46.71	brown
4741	gbr.2.134	grey
4742	gbr.451.7	red
4743	gbr.487.7	grey
4744	gbr.245.6	turquoise
4745	gbr.243.11	grey
4746	gbr.32.76_gbr.32.82	grey
4747	gbr.289.25	green
4748	gbr.224.17	grey
4749	gbr.98.83	yellow
4750	gbr.16.33	grey
4751	gbr.7.126	turquoise
4752	gbr.51.22	magenta
4753	gbr.7.173	cyan
4754	gbr.153.43	yellow
4755	gbr.165.2	grey
4756	gbr.78.1	grey
4757	gbr.70.57	grey
4758	gbr.61.59	brown
4759	gbr.53.59	grey
4760	gbr.271.30	grey
4761	gbr.357.12	grey
4762	gbr.208.46	turquoise
4763	gbr.61.46	green
4764	gbr.166.28	grey
4765	gbr.4.100	red
4766	gbr.171.4	grey
4767	gbr.142.13	grey
4768	gbr.68.66	green
4769	gbr.99.33	turquoise
4770	gbr.17.112	grey
4771	gbr.283.17	grey
4772	gbr.298.10	grey
4773	gbr.375.34	grey
4774	gbr.177.8	blue
4775	gbr.12.115	turquoise
4776	gbr.338.12	brown
4777	gbr.485.17	turquoise
4778	gbr.68.69	grey
4779	gbr.479.6	green
4780	gbr.501.6	grey
4781	gbr.139.69	grey
4782	gbr.160.50_gbr.160.51	grey
4783	gbr.252.25_gbr.252.26	turquoise
4784	gbr.90.84	grey
4785	gbr.357.4	grey
4786	gbr.81.34	grey
4787	gbr.37.110	grey
4788	gbr.17.107_gbr.17.109	grey
4789	gbr.69.58	greenyellow
4790	gbr.56.133	brown
4791	gbr.8.9	grey
4792	gbr.150.6	grey
4793	gbr.214.7	grey
4794	gbr.93.27	grey
4795	gbr.22.35	grey
4796	gbr.81.51	grey
4797	gbr.52.53	grey
4798	gbr.318.42	grey
4799	gbr.585.2	grey
4800	gbr.111.21	grey
4801	gbr.447.33	grey
4802	gbr.81.198	grey
4803	gbr.50.10	grey
4804	gbr.34.11	grey
4805	gbr.208.18	red
4806	gbr.38.98	red
4807	gbr.78.25	grey
4808	gbr.461.1	pink
4809	gbr.11.84	yellow
4810	gbr.6.89	brown
4811	gbr.73.48	grey
4812	gbr.85.8	grey
4813	gbr.4.118	green
4814	gbr.10.129	grey
4815	gbr.65.57	green
4816	gbr.53.106	grey
4817	gbr.18.4	grey
4818	gbr.235.16	turquoise
4819	gbr.121.16	brown
4820	gbr.271.23	yellow
4821	gbr.25.98_gbr.25.100	grey
4822	gbr.114.6	grey
4823	gbr.73.36	grey
4824	gbr.79.27_gbr.79.28	grey
4825	gbr.90.28	brown
4826	gbr.3.16	brown
4827	gbr.246.16	black
4828	gbr.521.1	turquoise
4829	gbr.53.94	grey
4830	gbr.25.101	grey
4831	gbr.119.46	grey
4832	gbr.34.78	turquoise
4833	gbr.198.12	tan
4834	gbr.117.25_gbr.117.26	brown
4835	gbr.335.7	red
4836	gbr.146.18	yellow
4837	gbr.614.8	grey
4838	gbr.328.3	grey
4839	gbr.14.78	salmon
4840	gbr.84.49	brown
4841	gbr.101.6	grey
4842	gbr.74.52	brown
4843	gbr.77.19_gbr.77.18	grey
4844	gbr.343.8	grey
4845	gbr.31.93	turquoise
4846	gbr.167.15	green
4847	gbr.448.10	blue
4848	gbr.167.57	magenta
4849	gbr.56.41	grey
4850	gbr.377.9	grey
4851	gbr.17.130	grey
4852	gbr.21.70	grey
4853	gbr.16.3	grey
4854	gbr.283.28	grey
4855	gbr.142.50	brown
4856	gbr.11.62	grey
4857	gbr.1.135	grey
4858	gbr.276.12	grey
4859	gbr.140.53	grey
4860	gbr.153.16_gbr.153.17	grey
4861	gbr.81.118_gbr.81.119_gbr.81.120	green
4862	gbr.103.38	grey
4863	gbr.86.48	grey
4864	gbr.6.251	grey
4865	gbr.25.227	grey
4866	gbr.33.91	grey
4867	gbr.161.54	grey
4868	gbr.227.12	grey
4869	gbr.3.68	turquoise
4870	gbr.317.2	turquoise
4871	gbr.236.14	purple
4872	gbr.235.7_gbr.235.8	grey
4873	gbr.195.12	grey
4874	gbr.111.46	grey
4875	gbr.38.60	green
4876	gbr.440.11	grey
4877	gbr.210.15	grey
4878	gbr.225.52	brown
4879	gbr.389.10	blue
4880	gbr.158.15	brown
4881	gbr.40.157	blue
4882	gbr.5.113	grey
4883	gbr.470.1	grey
4884	gbr.195.2	blue
4885	gbr.228.9	grey
4886	gbr.35.81	grey
4887	gbr.222.9	grey
4888	gbr.141.12	grey
4889	gbr.58.29	grey
4890	gbr.12.36	grey
4891	gbr.105.22	grey
4892	gbr.419.3	grey
4893	gbr.486.6_gbr.486.8	grey
4894	gbr.211.21	turquoise
4895	gbr.45.10	brown
4896	gbr.126.25	grey
4897	gbr.61.29	grey
4898	gbr.73.27	blue
4899	gbr.224.20	grey
4900	gbr.13.10	black
4901	gbr.25.141	brown
4902	gbr.142.56	grey
4903	gbr.58.119	grey
4904	gbr.208.30	brown
4905	gbr.155.30	grey
4906	gbr.31.14	grey
4907	gbr.18.59	greenyellow
4908	gbr.348.7	grey
4909	gbr.81.74	brown
4910	gbr.221.44	yellow
4911	gbr.24.9	grey
4912	gbr.291.21	grey
4913	gbr.118.5	grey
4914	gbr.431.7	grey
4915	gbr.95.3	grey
4916	gbr.24.20	grey
4917	gbr.157.7	blue
4918	gbr.188.38	turquoise
4919	gbr.322.6	brown
4920	gbr.88.26	grey
4921	gbr.58.38	red
4922	gbr.23.20	brown
4923	gbr.286.5	grey
4924	gbr.252.28_gbr.252.27	turquoise
4925	gbr.165.22	brown
4926	gbr.72.30	turquoise
4927	gbr.81.3	brown
4928	gbr.406.6	brown
4929	gbr.197.37	grey
4930	gbr.459.10	red
4931	gbr.353.11	grey
4932	gbr.343.12	blue
4933	gbr.147.1	grey
4934	gbr.21.21	grey
4935	gbr.37.117	brown
4936	gbr.264.36	grey
4937	gbr.76.17	blue
4938	gbr.833.1	blue
4939	gbr.468.16	brown
4940	gbr.42.60	grey
4941	gbr.44.54	turquoise
4942	gbr.318.31	brown
4943	gbr.9.47	grey
4944	gbr.67.14	turquoise
4945	gbr.288.4	turquoise
4946	gbr.318.60	grey
4947	gbr.19.121	grey
4948	gbr.165.4	red
4949	gbr.8.50	grey
4950	gbr.50.72	yellow
4951	gbr.60.92	blue
4952	gbr.66.7	grey
4953	gbr.306.17_gbr.306.18	grey
4954	gbr.3.114	cyan
4955	gbr.116.36	turquoise
4956	gbr.69.41	blue
4957	gbr.51.12	grey
4958	gbr.18.61	grey
4959	gbr.16.96	grey
4960	gbr.27.25	yellow
4961	gbr.306.7	grey
4962	gbr.150.24	grey
4963	gbr.111.23	grey
4964	gbr.183.36	green
4965	gbr.56.81	magenta
4966	gbr.3.102	turquoise
4967	gbr.81.161	greenyellow
4968	gbr.216.18	brown
4969	gbr.107.36	brown
4970	gbr.7.70	grey
4971	gbr.275.12	black
4972	gbr.46.64	red
4973	gbr.124.74	brown
4974	gbr.465.5	grey
4975	gbr.375.37	grey
4976	gbr.172.4	yellow
4977	gbr.35.97	red
4978	gbr.81.95	grey
4979	gbr.81.100	grey
4980	gbr.73.20	grey
4981	gbr.72.73	tan
4982	gbr.197.23	grey
4983	gbr.131.9	grey
4984	gbr.614.4	grey
4985	gbr.1.156	yellow
4986	gbr.7.18	turquoise
4987	gbr.44.15	grey
4988	gbr.86.12_gbr.86.13	grey
4989	gbr.356.11	grey
4990	gbr.145.16	grey
4991	gbr.159.18	turquoise
4992	gbr.62.29	grey
4993	gbr.250.13	grey
4994	gbr.41.53	green
4995	gbr.723.2	grey
4996	gbr.2.29	grey
4997	gbr.334.10	blue
4998	gbr.81.28	grey
4999	gbr.41.65	yellow
5000	gbr.465.17	turquoise
5001	gbr.22.25	brown
5002	gbr.307.5	green
5003	gbr.49.41	magenta
5004	gbr.309.7	magenta
5005	gbr.147.27	green
5006	gbr.309.11	magenta
5007	gbr.22.26	brown
5008	gbr.159.20	brown
5009	gbr.100.46	magenta
5010	gbr.81.22	grey
5011	gbr.558.1	magenta
5012	gbr.125.52	green
5013	gbr.402.10	green
5014	gbr.9.93	green
5015	gbr.167.56	magenta
5016	gbr.121.13	magenta
5017	gbr.143.45	grey
5018	gbr.34.22	magenta
5019	gbr.238.8	salmon
5020	gbr.61.45	tan
5021	gbr.150.22	green
5022	gbr.309.12	magenta
5023	gbr.402.14	green
5024	gbr.22.66	green
5025	gbr.56.80	magenta
5026	gbr.188.17	brown
5027	gbr.272.7	magenta
5028	gbr.105.5	brown
5029	gbr.254.11	grey
5030	gbr.119.36_gbr.119.38	green
5031	gbr.464.2	magenta
5032	gbr.218.36	green
5033	gbr.405.14	turquoise
5034	gbr.151.69	tan
5035	gbr.270.21	grey
5036	gbr.214.9	magenta
5037	gbr.5.106	tan
5038	gbr.42.20	grey
5039	gbr.712.3	grey
5040	gbr.334.16	magenta
5041	gbr.182.6	tan
5042	gbr.151.74	grey
5043	gbr.318.33	green
5044	gbr.350.27	grey
5045	gbr.410.12	yellow
5046	gbr.9.118	brown
5047	gbr.202.39	purple
5048	gbr.41.55	salmon
5049	gbr.303.3	yellow
5050	gbr.652.8	salmon
5051	gbr.55.90	grey
5052	gbr.7.109	grey
5053	gbr.6.34	grey
5054	gbr.105.35	brown
5055	gbr.228.20	brown
5056	gbr.56.84	magenta
5057	gbr.296.9	brown
5058	gbr.421.14	brown
5059	gbr.33.29	brown
5060	gbr.21.5	magenta
5061	gbr.193.24	tan
5062	gbr.6.87	brown
5063	gbr.153.45	black
5064	gbr.95.22	grey
5065	gbr.106.53	magenta
5066	gbr.268.19	magenta
5067	gbr.169.10_gbr.169.11	brown
5068	gbr.66.16	brown
5069	gbr.205.6	salmon
5070	gbr.732.1	salmon
5071	gbr.1205.1	grey
5072	gbr.393.8	magenta
5073	gbr.406.10	green
5074	gbr.334.12_gbr.334.14	greenyellow
5075	gbr.39.60	green
5076	gbr.275.1	magenta
5077	gbr.7.153	greenyellow
5078	gbr.422.5	magenta
5079	gbr.111.2	grey
5080	gbr.19.77	grey
5081	gbr.558.4	magenta
5082	gbr.474.12	magenta
5083	gbr.53.90	green
5084	gbr.293.13	green
5085	gbr.450.7	green
5086	gbr.212.19	green
5087	gbr.123.12	magenta
5088	gbr.208.25	tan
5089	gbr.4.106	salmon
5090	gbr.468.8	brown
5091	gbr.93.26	grey
5092	gbr.365.18	magenta
5093	gbr.293.14	green
5094	gbr.204.19	grey
5095	gbr.74.57	brown
5096	gbr.202.33	turquoise
5097	gbr.474.10	black
5098	gbr.400.4	tan
5099	gbr.334.17	grey
5100	gbr.40.59	green
5101	gbr.480.11	turquoise
5102	gbr.216.34	green
5103	gbr.354.1	turquoise
5104	gbr.34.29	grey
5105	gbr.141.17	brown
5106	gbr.593.5	brown
5107	gbr.12.2	tan
5108	gbr.238.25	magenta
5109	gbr.48.81	grey
5110	gbr.302.18	grey
5111	gbr.81.172	salmon
5112	gbr.99.24	salmon
5113	gbr.92.33	grey
5114	gbr.4.93	green
5115	gbr.452.5	salmon
5116	gbr.167.52	grey
5117	gbr.390.3	tan
5118	gbr.822.1	grey
5119	gbr.318.32	brown
5120	gbr.519.2	salmon
5121	gbr.100.5	grey
5122	gbr.532.4	grey
5123	gbr.50.81	grey
5124	gbr.7.164	green
5125	gbr.11.3	green
5126	gbr.255.22	greenyellow
5127	gbr.125.29	brown
5128	gbr.80.62	grey
5129	gbr.151.20	black
5130	gbr.75.131	grey
5131	gbr.40.62	brown
5132	gbr.126.31	grey
5133	gbr.63.23	green
5134	gbr.70.32	grey
5135	gbr.104.22	cyan
5136	gbr.63.39	grey
5137	gbr.90.29	grey
5138	gbr.418.13	yellow
5139	gbr.56.86	grey
5140	gbr.279.5	yellow
5141	gbr.187.23	brown
5142	gbr.442.12	green
5143	gbr.86.8	grey
5144	gbr.712.2	grey
5145	gbr.27.14	brown
5146	gbr.139.28	red
5147	gbr.97.43	green
5148	gbr.236.29	grey
5149	gbr.5.27	salmon
5150	gbr.572.5	grey
5151	gbr.61.30	salmon
5152	gbr.100.23	purple
5153	gbr.167.46	magenta
5154	gbr.423.11	yellow
5155	gbr.294.15	grey
5156	gbr.330.10	brown
5157	gbr.88.41	green
5158	gbr.468.7	brown
5159	gbr.15.37	grey
5160	gbr.188.6	green
5161	gbr.349.17	green
5162	gbr.48.49	grey
5163	gbr.202.28	turquoise
5164	gbr.336.8	green
5165	gbr.764.2	grey
5166	gbr.916.1	grey
5167	gbr.103.22	grey
5168	gbr.120.8	yellow
5169	gbr.202.25	turquoise
5170	gbr.92.45	grey
5171	gbr.120.34_gbr.120.35	brown
5172	gbr.350.29	grey
5173	gbr.33.37	green
5174	gbr.3.11	tan
5175	gbr.131.38	magenta
5176	gbr.106.38_gbr.106.40	grey
5177	gbr.216.14	grey
5178	gbr.32.25	greenyellow
5179	gbr.16.83	grey
5180	gbr.61.53	brown
5181	gbr.225.23	turquoise
5182	gbr.272.10	magenta
5183	gbr.325.6	brown
5184	gbr.572.2	grey
5185	gbr.202.26	turquoise
5186	gbr.312.11	grey
5187	gbr.341.16	salmon
5188	gbr.1081.1	grey
5189	gbr.151.39	brown
5190	gbr.234.5	salmon
5191	gbr.4.23	grey
5192	gbr.35.1	red
5193	gbr.40.196	grey
5194	gbr.499.9	brown
5195	gbr.289.6	grey
5196	gbr.52.29	grey
5197	gbr.155.39	brown
5198	gbr.2.183	grey
5199	gbr.66.14	grey
5200	gbr.15.43	grey
5201	gbr.224.28	grey
5202	gbr.17.27	grey
5203	gbr.398.15	grey
5204	gbr.202.35	brown
5205	gbr.43.62	magenta
5206	gbr.352.12	grey
5207	gbr.98.33	magenta
5208	gbr.32.107	greenyellow
5209	gbr.558.2	magenta
5210	gbr.364.24	greenyellow
5211	gbr.136.20	black
5212	gbr.476.10	turquoise
5213	gbr.178.6	brown
5214	gbr.22.56	black
5215	gbr.72.35	tan
5216	gbr.237.9	green
5217	gbr.75.63	brown
5218	gbr.253.9	black
5219	gbr.8.131	yellow
5220	gbr.484.11	black
5221	gbr.164.24	tan
5222	gbr.16.97	green
5223	gbr.325.3	brown
5224	gbr.342.1	yellow
5225	gbr.423.7	greenyellow
5226	gbr.304.3_gbr.304.4	magenta
5227	gbr.254.13	grey
5228	gbr.68.37	salmon
5229	gbr.367.5	green
5230	gbr.359.4	black
5231	gbr.184.4	grey
5232	gbr.270.9	salmon
5233	gbr.81.1	salmon
5234	gbr.4.64	green
5235	gbr.39.63	salmon
5236	gbr.70.20	green
5237	gbr.35.39	grey
5238	gbr.303.14	green
5239	gbr.418.2	grey
5240	gbr.856.3	red
5241	gbr.661.2_gbr.661.3	grey
5242	gbr.161.24	grey
5243	gbr.35.46	salmon
5244	gbr.25.199	salmon
5245	gbr.250.26	greenyellow
5246	gbr.34.26	tan
5247	gbr.275.11	salmon
5248	gbr.125.4	salmon
5249	gbr.611.1	grey
5250	gbr.58.152	grey
5251	gbr.40.89	tan
5252	gbr.329.8	grey
5253	gbr.204.16	grey
5254	gbr.225.36	tan
5255	gbr.418.15	brown
5256	gbr.397.1	magenta
5257	gbr.56.35	grey
5258	gbr.716.2	grey
5259	gbr.384.8	greenyellow
5260	gbr.367.6	grey
5261	gbr.307.13	greenyellow
5262	gbr.193.23	salmon
5263	gbr.81.20	grey
5264	gbr.221.49	green
5265	gbr.511.7	red
5266	gbr.57.42	red
5267	gbr.438.1	grey
5268	gbr.459.8	magenta
5269	gbr.198.18	grey
5270	gbr.2.139	grey
5271	gbr.111.28	salmon
5272	gbr.135.74	black
5273	gbr.180.26	grey
5274	gbr.22.74	tan
5275	gbr.39.47	turquoise
5276	gbr.35.100	greenyellow
5277	gbr.268.3	green
5278	gbr.174.3	yellow
5279	gbr.34.18	tan
5280	gbr.34.35	yellow
5281	gbr.51.40	green
5282	gbr.40.166	grey
5283	gbr.84.58	grey
5284	gbr.856.6	grey
5285	gbr.696.3	turquoise
5286	gbr.14.67	grey
5287	gbr.408.14	salmon
5288	gbr.9.29_gbr.9.28	brown
5289	gbr.725.1	grey
5290	gbr.69.19	grey
5291	gbr.22.53	black
5292	gbr.127.23	grey
5293	gbr.59.42	grey
5294	gbr.307.2	green
5295	gbr.124.84	grey
5296	gbr.49.16	grey
5297	gbr.138.33	magenta
5298	gbr.478.2	turquoise
5299	gbr.401.9	greenyellow
5300	gbr.389.14	grey
5301	gbr.312.6	grey
5302	gbr.19.61	grey
5303	gbr.1355.1	grey
5304	gbr.44.16	greenyellow
5305	gbr.121.22	grey
5306	gbr.53.73	grey
5307	gbr.245.11	grey
5308	gbr.56.66	salmon
5309	gbr.689.1	brown
5310	gbr.25.146	salmon
5311	gbr.35.67	grey
5312	gbr.228.6	green
5313	gbr.182.41	grey
5314	gbr.550.3	yellow
5315	gbr.48.48	tan
5316	gbr.103.57	grey
5317	gbr.617.1	green
5318	gbr.66.9	grey
5319	gbr.140.46	brown
5320	gbr.77.14	grey
5321	gbr.215.2	grey
5322	gbr.70.13	salmon
5323	gbr.41.104	grey
5324	gbr.155.41	tan
5325	gbr.19.60	yellow
5326	gbr.250.23	grey
5327	gbr.133.38	turquoise
5328	gbr.350.32	grey
5329	gbr.782.2	grey
5330	gbr.215.39	tan
5331	gbr.253.36	pink
5332	gbr.34.17	tan
5333	gbr.389.12	brown
5334	gbr.343.21	black
5335	gbr.121.7	grey
5336	gbr.187.11	green
5337	gbr.25.56	greenyellow
5338	gbr.182.40	tan
5339	gbr.363.8	grey
5340	gbr.160.53	grey
5341	gbr.56.24	grey
5342	gbr.214.13	black
5343	gbr.158.16	brown
5344	gbr.174.2	yellow
5345	gbr.272.20	magenta
5346	gbr.312.16	grey
5347	gbr.460.7	tan
5348	gbr.168.37_gbr.168.38	magenta
5349	gbr.924.1	yellow
5350	gbr.703.3	red
5351	gbr.204.18	grey
5352	gbr.361.1	turquoise
5353	gbr.92.16	brown
5354	gbr.403.11	brown
5355	gbr.589.4	grey
5356	gbr.43.22	grey
5357	gbr.44.103	turquoise
5358	gbr.158.11	grey
5359	gbr.57.12	black
5360	gbr.182.16	brown
5361	gbr.484.12	black
5362	gbr.55.75	grey
5363	gbr.197.12	greenyellow
5364	gbr.58.189_gbr.58.190	red
5365	gbr.38.22	grey
5366	gbr.380.27	grey
5367	gbr.369.12	black
5368	gbr.678.1	grey
5369	gbr.10.58	magenta
5370	gbr.15.48	turquoise
5371	gbr.3.75	tan
5372	gbr.43.46	grey
5373	gbr.69.10_gbr.69.11	grey
5374	gbr.464.6	grey
5375	gbr.26.79	brown
5376	gbr.3.186	green
5377	gbr.239.15	grey
5378	gbr.422.4	grey
5379	gbr.90.120_gbr.90.122	green
5380	gbr.508.2	magenta
5381	gbr.511.5	salmon
5382	gbr.82.22	grey
5383	gbr.64.42	grey
5384	gbr.111.29	grey
5385	gbr.65.25	salmon
5386	gbr.176.18	green
5387	gbr.318.59	greenyellow
5388	gbr.643.3	brown
5389	gbr.390.8	green
5390	gbr.830.1	turquoise
5391	gbr.20.13	green
5392	gbr.631.3	turquoise
5393	gbr.103.58	magenta
5394	gbr.35.3	turquoise
5395	gbr.81.179	grey
5396	gbr.15.106	magenta
5397	gbr.67.49	green
5398	gbr.83.10	salmon
5399	gbr.56.68	salmon
5400	gbr.63.24	green
5401	gbr.91.18	grey
5402	gbr.11.214	salmon
5403	gbr.444.19_gbr.444.21	grey
5404	gbr.4.103	salmon
5405	gbr.52.23	grey
5406	gbr.1169.1	grey
5407	gbr.140.63	green
5408	gbr.294.23	grey
5409	gbr.8.117	magenta
5410	gbr.90.30	brown
5411	gbr.225.50	greenyellow
5412	gbr.167.54	magenta
5413	gbr.193.29	purple
5414	gbr.444.7	brown
5415	gbr.135.54	grey
5416	gbr.252.15	salmon
5417	gbr.214.19	brown
5418	gbr.33.84	brown
5419	gbr.328.5	grey
5420	gbr.50.68	magenta
5421	gbr.250.22	brown
5422	gbr.270.23	grey
5423	gbr.480.1	green
5424	gbr.237.22	grey
5425	gbr.863.1	grey
5426	gbr.410.10	grey
5427	gbr.612.1	grey
5428	gbr.102.38	turquoise
5429	gbr.12.26	turquoise
5430	gbr.40.123	grey
5431	gbr.6.70	grey
5432	gbr.98.97	magenta
5433	gbr.529.4	purple
5434	gbr.81.57	tan
5435	gbr.2.184	turquoise
5436	gbr.167.47	magenta
5437	gbr.236.9	grey
5438	gbr.163.33	cyan
5439	gbr.309.26	grey
5440	gbr.172.5	yellow
5441	gbr.60.16	grey
5442	gbr.204.38	magenta
5443	gbr.121.6	black
5444	gbr.40.207	grey
5445	gbr.100.16	grey
5446	gbr.12.34	black
5447	gbr.44.47	black
5448	gbr.523.3	grey
5449	gbr.474.22	black
5450	gbr.135.59_gbr.135.60_gbr.135.61	salmon
5451	gbr.40.92	salmon
5452	gbr.102.33	grey
5453	gbr.27.49	turquoise
5454	gbr.18.29	grey
5455	gbr.382.14	greenyellow
5456	gbr.188.37	yellow
5457	gbr.234.15	magenta
5458	gbr.135.62	black
5459	gbr.865.2	pink
5460	gbr.103.31	red
5461	gbr.308.3	grey
5462	gbr.158.30	salmon
5463	gbr.221.47	yellow
5464	gbr.2.95	brown
